520 1.257300 0.371500
584 1.710000 0.495000
648 2.209200 0.676800
712 2.995700 0.871100
776 4.237500 1.160800
840 5.203000 1.540800
904 7.133600 2.423000
968 9.302200 2.972600
1032 11.622600 3.771600
1096 13.807900 4.614000
1160 16.408200 5.471200
1224 18.889400 6.428000
1288 23.159700 7.552400
1352 26.308200 8.707200
1416 30.874500 10.149800
1480 36.353100 11.287400
1544 40.293400 12.868400
