520 3.384300
584 3.454500
648 3.264100
712 3.438900
776 3.650400
840 3.376800
904 2.944100
968 3.129300
1032 3.081600
1096 2.992600
1160 2.999000
1224 2.938600
1288 3.066500
1352 3.021400
1416 3.041800
1480 3.220600
1544 3.131100
