4048 51974406 7250987 36593418 7250987
4112 53500126 7475398 37628116 7475398
4176 55225973 7701217 38855482 7701217
4240 57115903 7961291 40242004 7961291
4304 58748456 8196447 41360716 8196447
4368 60369870 8434923 42460303 8434923
4432 62202337 8674692 43763498 8674692
4496 64207177 8950605 45234309 8950605
4560 65937413 9199833 46419917 9199833
