4048 22335604 3440542 6200990 3440542
4112 23024068 3548133 6375058 3548133
4176 23772700 3657265 6601216 3657265
4240 24465879 3768240 6763779 3768240
4304 25168926 3880819 6928290 3880819
4368 25881857 3995027 7094503 3995027
4432 26604852 4111044 7262766 4111044
4496 27409180 4228392 7504252 4228392
4560 28153038 4347705 7677150 4347705
