4048 44780500 4684749 28899127 4684749
4112 46149650 4830201 29761727 4830201
4176 47589056 4977909 30686652 4977909
4240 49213886 5159946 31792606 5159946
4304 50631371 5312593 32679817 5312593
4368 52069313 5467532 33579528 5467532
4432 53667481 5624158 34631479 5624158
4496 55261583 5782719 35671247 5782719
4560 56816835 5943872 36664417 5943872
