1  0.984100
2  1.288800
3  2.000000
4  2.541600
5  3.210500
6  3.470500
7  4.214200
8  4.384600
9  4.000000
10  3.333300
11  3.588200
12  3.750000
13  4.066600
14  4.357100
15  4.500000
16  3.050000
17  2.333300
18  2.423000
19  2.269200
20  2.103400
21  2.250000
22  2.307600
23  2.370300
24  2.214200
25  2.178500
26  2.222200
27  2.178500
28  2.068900
29  2.250000
30  2.100000
31  2.296200
32  2.346100
