1  0.777700
2  1.400000
3  1.750000
4  2.333300
5  2.333300
6  2.333300
7  2.333300
8  2.333300
9  1.750000
10  1.750000
11  1.750000
12  1.750000
13  1.750000
14  1.400000
15  1.400000
16  1.400000
17  0.636300
18  0.583300
19  0.583300
20  0.583300
21  0.538400
22  0.538400
23  0.538400
24  0.538400
25  0.500000
26  0.500000
27  0.466600
28  0.500000
29  0.500000
30  0.466600
31  0.466600
32  0.437500
